VTX, IDX, ATTRIBUTE0.x, ATTRIBUTE0.y, ATTRIBUTE0.z, ATTRIBUTE1.x, ATTRIBUTE1.y, ATTRIBUTE1.z, ATTRIBUTE1.w, ATTRIBUTE2.x, ATTRIBUTE2.y, ATTRIBUTE2.z, ATTRIBUTE2.w, ATTRIBUTE5.x, ATTRIBUTE5.y, ATTRIBUTE13.x, ATTRIBUTE13.y, ATTRIBUTE13.z, ATTRIBUTE13.w, ATTRIBUTE14.x, ATTRIBUTE14.y, ATTRIBUTE14.z, ATTRIBUTE14.w, ATTRIBUTE3.x, ATTRIBUTE3.y, ATTRIBUTE3.z, ATTRIBUTE3.w, ATTRIBUTE15.x, ATTRIBUTE15.y, ATTRIBUTE15.z, ATTRIBUTE15.w, ATTRIBUTE4.x, ATTRIBUTE4.y, ATTRIBUTE4.z, ATTRIBUTE4.w, ATTRIBUTE12.x, ATTRIBUTE12.y, ATTRIBUTE12.z, ATTRIBUTE11.x, ATTRIBUTE11.y, ATTRIBUTE11.z
2261, 458, -3.7324, 8.043, 15.1108, -0.99213, 0.0315, 0.10236, 1.00, 0.0315, 1.00, 0.00787, -1.00, 0.33521, 0.59082, 1.00, 1.00, 1.00, 1.00, 5, 6, 0, 0, 5, 6, 0, 0, 0.70588, 0.29412, 0.00, 0.00, 0.70588, 0.29412, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2262, 454, -4.8397, 8.0253, 15.2861, -0.94488, -0.29921, 0.13386, 1.00, -0.31496, 0.94488, -0.08661, -1.00, 0.34692, 0.59033, 1.00, 1.00, 1.00, 1.00, 5, 6, 0, 0, 5, 6, 0, 0, 0.70588, 0.29412, 0.00, 0.00, 0.70588, 0.29412, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2263, 459, -4.9714, 7.8252, 14.3665, -0.92126, -0.34646, 0.18898, 1.00, -0.3622, 0.92913, -0.07874, -1.00, 0.34692, 0.6001, 1.00, 1.00, 1.00, 1.00, 5, 6, 0, 0, 5, 6, 0, 0, 0.55686, 0.44314, 0.00, 0.00, 0.55686, 0.44314, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2264, 458, -3.7324, 8.043, 15.1108, -0.99213, 0.0315, 0.10236, 1.00, 0.0315, 1.00, 0.00787, -1.00, 0.33521, 0.59082, 1.00, 1.00, 1.00, 1.00, 5, 6, 0, 0, 5, 6, 0, 0, 0.70588, 0.29412, 0.00, 0.00, 0.70588, 0.29412, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2265, 458, -3.7324, 8.043, 15.1108, -0.99213, 0.0315, 0.10236, 1.00, 0.0315, 1.00, 0.00787, -1.00, 0.33521, 0.59082, 1.00, 1.00, 1.00, 1.00, 5, 6, 0, 0, 5, 6, 0, 0, 0.70588, 0.29412, 0.00, 0.00, 0.70588, 0.29412, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2266, 460, -2.8291, 7.9988, 13.8992, -0.97638, 0.18898, 0.09449, 1.00, 0.1811, 0.97638, -0.11811, -1.00, 0.32422, 0.60156, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.56863, 0.43137, 0.00, 0.00, 0.56863, 0.43137, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2267, 457, -2.687, 7.8703, 15.011, -0.9685, 0.22835, 0.05512, 1.00, 0.23622, 0.9685, 0.06299, -1.00, 0.32422, 0.59131, 1.00, 1.00, 1.00, 1.00, 5, 6, 7, 0, 5, 6, 7, 0, 0.66275, 0.31373, 0.02353, 0.00, 0.66275, 0.31373, 0.02353, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2268, 458, -3.7324, 8.043, 15.1108, -0.99213, 0.0315, 0.10236, 1.00, 0.0315, 1.00, 0.00787, -1.00, 0.33521, 0.59082, 1.00, 1.00, 1.00, 1.00, 5, 6, 0, 0, 5, 6, 0, 0, 0.70588, 0.29412, 0.00, 0.00, 0.70588, 0.29412, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2269, 459, -4.9714, 7.8252, 14.3665, -0.92126, -0.34646, 0.18898, 1.00, -0.3622, 0.92913, -0.07874, -1.00, 0.34692, 0.6001, 1.00, 1.00, 1.00, 1.00, 5, 6, 0, 0, 5, 6, 0, 0, 0.55686, 0.44314, 0.00, 0.00, 0.55686, 0.44314, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2270, 461, -3.9458, 8.1069, 14.0878, -0.99213, -0.02362, 0.14173, 1.00, -0.04724, 0.99213, -0.11811, -1.00, 0.33594, 0.60059, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.5098, 0.4902, 0.00, 0.00, 0.5098, 0.4902, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2271, 460, -2.8291, 7.9988, 13.8992, -0.97638, 0.18898, 0.09449, 1.00, 0.1811, 0.97638, -0.11811, -1.00, 0.32422, 0.60156, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.56863, 0.43137, 0.00, 0.00, 0.56863, 0.43137, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2272, 458, -3.7324, 8.043, 15.1108, -0.99213, 0.0315, 0.10236, 1.00, 0.0315, 1.00, 0.00787, -1.00, 0.33521, 0.59082, 1.00, 1.00, 1.00, 1.00, 5, 6, 0, 0, 5, 6, 0, 0, 0.70588, 0.29412, 0.00, 0.00, 0.70588, 0.29412, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2273, 461, -3.9458, 8.1069, 14.0878, -0.99213, -0.02362, 0.14173, 1.00, -0.04724, 0.99213, -0.11811, -1.00, 0.33594, 0.60059, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.5098, 0.4902, 0.00, 0.00, 0.5098, 0.4902, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2274, 459, -4.9714, 7.8252, 14.3665, -0.92126, -0.34646, 0.18898, 1.00, -0.3622, 0.92913, -0.07874, -1.00, 0.34692, 0.6001, 1.00, 1.00, 1.00, 1.00, 5, 6, 0, 0, 5, 6, 0, 0, 0.55686, 0.44314, 0.00, 0.00, 0.55686, 0.44314, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2275, 462, -5.1345, 7.6217, 13.5158, -0.90551, -0.34646, 0.25197, 1.00, -0.40157, 0.88976, -0.22047, -1.00, 0.34692, 0.60889, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.68235, 0.31765, 0.00, 0.00, 0.68235, 0.31765, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2276, 461, -3.9458, 8.1069, 14.0878, -0.99213, -0.02362, 0.14173, 1.00, -0.04724, 0.99213, -0.11811, -1.00, 0.33594, 0.60059, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.5098, 0.4902, 0.00, 0.00, 0.5098, 0.4902, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2277, 463, -4.1285, 7.7185, 13.1212, -0.98425, -0.0315, 0.1811, 1.00, -0.06299, 0.97638, -0.19685, -1.00, 0.33594, 0.61035, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.74118, 0.25882, 0.00, 0.00, 0.74118, 0.25882, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2278, 460, -2.8291, 7.9988, 13.8992, -0.97638, 0.18898, 0.09449, 1.00, 0.1811, 0.97638, -0.11811, -1.00, 0.32422, 0.60156, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.56863, 0.43137, 0.00, 0.00, 0.56863, 0.43137, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2279, 461, -3.9458, 8.1069, 14.0878, -0.99213, -0.02362, 0.14173, 1.00, -0.04724, 0.99213, -0.11811, -1.00, 0.33594, 0.60059, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.5098, 0.4902, 0.00, 0.00, 0.5098, 0.4902, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2280, 461, -3.9458, 8.1069, 14.0878, -0.99213, -0.02362, 0.14173, 1.00, -0.04724, 0.99213, -0.11811, -1.00, 0.33594, 0.60059, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.5098, 0.4902, 0.00, 0.00, 0.5098, 0.4902, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2281, 462, -5.1345, 7.6217, 13.5158, -0.90551, -0.34646, 0.25197, 1.00, -0.40157, 0.88976, -0.22047, -1.00, 0.34692, 0.60889, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.68235, 0.31765, 0.00, 0.00, 0.68235, 0.31765, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2282, 463, -4.1285, 7.7185, 13.1212, -0.98425, -0.0315, 0.1811, 1.00, -0.06299, 0.97638, -0.19685, -1.00, 0.33594, 0.61035, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.74118, 0.25882, 0.00, 0.00, 0.74118, 0.25882, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2283, 460, -2.8291, 7.9988, 13.8992, -0.97638, 0.18898, 0.09449, 1.00, 0.1811, 0.97638, -0.11811, -1.00, 0.32422, 0.60156, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.56863, 0.43137, 0.00, 0.00, 0.56863, 0.43137, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2284, 463, -4.1285, 7.7185, 13.1212, -0.98425, -0.0315, 0.1811, 1.00, -0.06299, 0.97638, -0.19685, -1.00, 0.33594, 0.61035, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.74118, 0.25882, 0.00, 0.00, 0.74118, 0.25882, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2285, 464, -3.0565, 7.7168, 12.6493, -0.97638, 0.14961, 0.17323, 1.00, 0.12598, 0.98425, -0.12598, -1.00, 0.32422, 0.61279, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.82353, 0.17647, 0.00, 0.00, 0.82353, 0.17647, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2286, 463, -4.1285, 7.7185, 13.1212, -0.98425, -0.0315, 0.1811, 1.00, -0.06299, 0.97638, -0.19685, -1.00, 0.33594, 0.61035, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.74118, 0.25882, 0.00, 0.00, 0.74118, 0.25882, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2287, 462, -5.1345, 7.6217, 13.5158, -0.90551, -0.34646, 0.25197, 1.00, -0.40157, 0.88976, -0.22047, -1.00, 0.34692, 0.60889, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.68235, 0.31765, 0.00, 0.00, 0.68235, 0.31765, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2288, 465, -4.2542, 7.7217, 12.5331, -0.95276, -0.16535, 0.24409, 1.00, -0.20472, 0.9685, -0.11811, -1.00, 0.33569, 0.61621, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.86275, 0.13725, 0.00, 0.00, 0.86275, 0.13725, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2289, 465, -4.2542, 7.7217, 12.5331, -0.95276, -0.16535, 0.24409, 1.00, -0.20472, 0.9685, -0.11811, -1.00, 0.33569, 0.61621, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.86275, 0.13725, 0.00, 0.00, 0.86275, 0.13725, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2290, 464, -3.0565, 7.7168, 12.6493, -0.97638, 0.14961, 0.17323, 1.00, 0.12598, 0.98425, -0.12598, -1.00, 0.32422, 0.61279, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.82353, 0.17647, 0.00, 0.00, 0.82353, 0.17647, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2291, 463, -4.1285, 7.7185, 13.1212, -0.98425, -0.0315, 0.1811, 1.00, -0.06299, 0.97638, -0.19685, -1.00, 0.33594, 0.61035, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.74118, 0.25882, 0.00, 0.00, 0.74118, 0.25882, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2292, 465, -4.2542, 7.7217, 12.5331, -0.95276, -0.16535, 0.24409, 1.00, -0.20472, 0.9685, -0.11811, -1.00, 0.33569, 0.61621, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.86275, 0.13725, 0.00, 0.00, 0.86275, 0.13725, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2293, 462, -5.1345, 7.6217, 13.5158, -0.90551, -0.34646, 0.25197, 1.00, -0.40157, 0.88976, -0.22047, -1.00, 0.34692, 0.60889, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.68235, 0.31765, 0.00, 0.00, 0.68235, 0.31765, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2294, 466, -5.2908, 7.1804, 12.5791, -0.90551, -0.30709, 0.28346, 1.00, -0.35433, 0.92913, -0.11811, -1.00, 0.34692, 0.61914, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.86275, 0.13725, 0.00, 0.00, 0.86275, 0.13725, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2295, 464, -3.0565, 7.7168, 12.6493, -0.97638, 0.14961, 0.17323, 1.00, 0.12598, 0.98425, -0.12598, -1.00, 0.32422, 0.61279, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.82353, 0.17647, 0.00, 0.00, 0.82353, 0.17647, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2296, 465, -4.2542, 7.7217, 12.5331, -0.95276, -0.16535, 0.24409, 1.00, -0.20472, 0.9685, -0.11811, -1.00, 0.33569, 0.61621, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.86275, 0.13725, 0.00, 0.00, 0.86275, 0.13725, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2297, 467, -3.2975, 7.711, 11.8171, -0.9685, -0.03937, 0.25197, 1.00, -0.06299, 0.99213, -0.09449, -1.00, 0.32422, 0.62061, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.92941, 0.07059, 0.00, 0.00, 0.92941, 0.07059, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2298, 466, -5.2908, 7.1804, 12.5791, -0.90551, -0.30709, 0.28346, 1.00, -0.35433, 0.92913, -0.11811, -1.00, 0.34692, 0.61914, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.86275, 0.13725, 0.00, 0.00, 0.86275, 0.13725, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2299, 468, -4.5334, 7.3736, 11.67, -0.92913, -0.22047, 0.30709, 1.00, -0.25197, 0.96063, -0.08661, -1.00, 0.33667, 0.62549, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.94902, 0.05098, 0.00, 0.00, 0.94902, 0.05098, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2300, 465, -4.2542, 7.7217, 12.5331, -0.95276, -0.16535, 0.24409, 1.00, -0.20472, 0.9685, -0.11811, -1.00, 0.33569, 0.61621, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.86275, 0.13725, 0.00, 0.00, 0.86275, 0.13725, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2301, 468, -4.5334, 7.3736, 11.67, -0.92913, -0.22047, 0.30709, 1.00, -0.25197, 0.96063, -0.08661, -1.00, 0.33667, 0.62549, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.94902, 0.05098, 0.00, 0.00, 0.94902, 0.05098, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2302, 467, -3.2975, 7.711, 11.8171, -0.9685, -0.03937, 0.25197, 1.00, -0.06299, 0.99213, -0.09449, -1.00, 0.32422, 0.62061, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.92941, 0.07059, 0.00, 0.00, 0.92941, 0.07059, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2303, 465, -4.2542, 7.7217, 12.5331, -0.95276, -0.16535, 0.24409, 1.00, -0.20472, 0.9685, -0.11811, -1.00, 0.33569, 0.61621, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.86275, 0.13725, 0.00, 0.00, 0.86275, 0.13725, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2304, 469, -5.6198, 7.1214, 11.4166, -0.92126, -0.22835, 0.32283, 1.00, -0.2126, 0.97638, 0.09449, -1.00, 0.34692, 0.63135, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.98039, 0.01961, 0.00, 0.00, 0.98039, 0.01961, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2305, 468, -4.5334, 7.3736, 11.67, -0.92913, -0.22047, 0.30709, 1.00, -0.25197, 0.96063, -0.08661, -1.00, 0.33667, 0.62549, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.94902, 0.05098, 0.00, 0.00, 0.94902, 0.05098, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2306, 466, -5.2908, 7.1804, 12.5791, -0.90551, -0.30709, 0.28346, 1.00, -0.35433, 0.92913, -0.11811, -1.00, 0.34692, 0.61914, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.86275, 0.13725, 0.00, 0.00, 0.86275, 0.13725, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2307, 467, -3.2975, 7.711, 11.8171, -0.9685, -0.03937, 0.25197, 1.00, -0.06299, 0.99213, -0.09449, -1.00, 0.32422, 0.62061, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.92941, 0.07059, 0.00, 0.00, 0.92941, 0.07059, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2308, 468, -4.5334, 7.3736, 11.67, -0.92913, -0.22047, 0.30709, 1.00, -0.25197, 0.96063, -0.08661, -1.00, 0.33667, 0.62549, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.94902, 0.05098, 0.00, 0.00, 0.94902, 0.05098, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2309, 470, -3.6841, 7.5103, 10.5037, -0.92913, -0.03937, 0.3622, 1.00, -0.05512, 1.00, -0.04724, -1.00, 0.32422, 0.63281, 1.00, 1.00, 1.00, 1.00, 6, 0, 0, 0, 6, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2310, 468, -4.5334, 7.3736, 11.67, -0.92913, -0.22047, 0.30709, 1.00, -0.25197, 0.96063, -0.08661, -1.00, 0.33667, 0.62549, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.94902, 0.05098, 0.00, 0.00, 0.94902, 0.05098, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2311, 469, -5.6198, 7.1214, 11.4166, -0.92126, -0.22835, 0.32283, 1.00, -0.2126, 0.97638, 0.09449, -1.00, 0.34692, 0.63135, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.98039, 0.01961, 0.00, 0.00, 0.98039, 0.01961, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2312, 471, -4.7966, 7.363, 11.0391, -0.92126, -0.17323, 0.34646, 1.00, -0.15748, 0.98425, 0.06299, -1.00, 0.3374, 0.63184, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.98431, 0.01569, 0.00, 0.00, 0.98431, 0.01569, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2313, 470, -3.6841, 7.5103, 10.5037, -0.92913, -0.03937, 0.3622, 1.00, -0.05512, 1.00, -0.04724, -1.00, 0.32422, 0.63281, 1.00, 1.00, 1.00, 1.00, 6, 0, 0, 0, 6, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2314, 468, -4.5334, 7.3736, 11.67, -0.92913, -0.22047, 0.30709, 1.00, -0.25197, 0.96063, -0.08661, -1.00, 0.33667, 0.62549, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.94902, 0.05098, 0.00, 0.00, 0.94902, 0.05098, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2315, 471, -4.7966, 7.363, 11.0391, -0.92126, -0.17323, 0.34646, 1.00, -0.15748, 0.98425, 0.06299, -1.00, 0.3374, 0.63184, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.98431, 0.01569, 0.00, 0.00, 0.98431, 0.01569, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2316, 472, -6.0781, 7.1777, 10.1423, -0.89764, -0.22047, 0.37795, 1.00, -0.19685, 0.97638, 0.10236, -1.00, 0.34692, 0.64551, 1.00, 1.00, 1.00, 1.00, 6, 0, 0, 0, 6, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2317, 471, -4.7966, 7.363, 11.0391, -0.92126, -0.17323, 0.34646, 1.00, -0.15748, 0.98425, 0.06299, -1.00, 0.3374, 0.63184, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.98431, 0.01569, 0.00, 0.00, 0.98431, 0.01569, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2318, 469, -5.6198, 7.1214, 11.4166, -0.92126, -0.22835, 0.32283, 1.00, -0.2126, 0.97638, 0.09449, -1.00, 0.34692, 0.63135, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.98039, 0.01961, 0.00, 0.00, 0.98039, 0.01961, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2319, 473, -5.2022, 7.4458, 9.7249, -0.89764, -0.11811, 0.4252, 1.00, -0.12598, 0.99213, 0.01575, -1.00, 0.33667, 0.646, 1.00, 1.00, 1.00, 1.00, 6, 0, 0, 0, 6, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2320, 470, -3.6841, 7.5103, 10.5037, -0.92913, -0.03937, 0.3622, 1.00, -0.05512, 1.00, -0.04724, -1.00, 0.32422, 0.63281, 1.00, 1.00, 1.00, 1.00, 6, 0, 0, 0, 6, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2321, 471, -4.7966, 7.363, 11.0391, -0.92126, -0.17323, 0.34646, 1.00, -0.15748, 0.98425, 0.06299, -1.00, 0.3374, 0.63184, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.98431, 0.01569, 0.00, 0.00, 0.98431, 0.01569, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2322, 471, -4.7966, 7.363, 11.0391, -0.92126, -0.17323, 0.34646, 1.00, -0.15748, 0.98425, 0.06299, -1.00, 0.3374, 0.63184, 1.00, 1.00, 1.00, 1.00, 6, 5, 0, 0, 6, 5, 0, 0, 0.98431, 0.01569, 0.00, 0.00, 0.98431, 0.01569, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2323, 472, -6.0781, 7.1777, 10.1423, -0.89764, -0.22047, 0.37795, 1.00, -0.19685, 0.97638, 0.10236, -1.00, 0.34692, 0.64551, 1.00, 1.00, 1.00, 1.00, 6, 0, 0, 0, 6, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2324, 473, -5.2022, 7.4458, 9.7249, -0.89764, -0.11811, 0.4252, 1.00, -0.12598, 0.99213, 0.01575, -1.00, 0.33667, 0.646, 1.00, 1.00, 1.00, 1.00, 6, 0, 0, 0, 6, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2325, 470, -3.6841, 7.5103, 10.5037, -0.92913, -0.03937, 0.3622, 1.00, -0.05512, 1.00, -0.04724, -1.00, 0.32422, 0.63281, 1.00, 1.00, 1.00, 1.00, 6, 0, 0, 0, 6, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2326, 473, -5.2022, 7.4458, 9.7249, -0.89764, -0.11811, 0.4252, 1.00, -0.12598, 0.99213, 0.01575, -1.00, 0.33667, 0.646, 1.00, 1.00, 1.00, 1.00, 6, 0, 0, 0, 6, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2327, 474, -4.2142, 7.4502, 9.0418, -0.87402, -0.04724, 0.48819, 1.00, -0.07087, 1.00, -0.03937, -1.00, 0.32422, 0.64697, 1.00, 1.00, 1.00, 1.00, 6, 0, 0, 0, 6, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
