VTX,	IDX,	Position.x,	Position.y,	Position.z
4779.0,	995.0,	-16.814590454101562,	19.418987274169922,	13.733627319335938
4780.0,	994.0,	-17.384044647216797,	16.771928787231445,	13.805089950561523
4781.0,	993.0,	-16.391197204589844,	19.818008422851562,	14.909457206726074
4782.0,	996.0,	-17.282474517822266,	17.005630493164062,	9.493325233459473
4783.0,	994.0,	-17.384044647216797,	16.771928787231445,	13.805089950561523
4784.0,	995.0,	-16.814590454101562,	19.418987274169922,	13.733627319335938
4785.0,	995.0,	-16.814590454101562,	19.418987274169922,	13.733627319335938
4786.0,	997.0,	-17.236125946044922,	19.26595115661621,	9.495243072509766
4787.0,	996.0,	-17.282474517822266,	17.005630493164062,	9.493325233459473
4788.0,	997.0,	-17.236125946044922,	19.26595115661621,	9.495243072509766
4789.0,	998.0,	-17.394323348999023,	17.158851623535156,	3.7579610347747803
4790.0,	996.0,	-17.282474517822266,	17.005630493164062,	9.493325233459473
4791.0,	998.0,	-17.394323348999023,	17.158851623535156,	3.7579610347747803
4792.0,	997.0,	-17.236125946044922,	19.26595115661621,	9.495243072509766
4793.0,	999.0,	-17.437681198120117,	19.18279266357422,	3.75219988822937
4794.0,	1000.0,	-17.532878875732422,	19.12982940673828,	-0.36884307861328125
