VTX,	IDX,	Position.x,	Position.y,	Position.z
19339.0,	27865.0,	-1.914154052734375,	-0.3172856569290161,	155.66526794433594
19340.0,	27870.0,	-2.2307395935058594,	-0.26667654514312744,	155.25535583496094
19341.0,	27865.0,	-1.914154052734375,	-0.3172856569290161,	155.66526794433594
19342.0,	27869.0,	-2.2591991424560547,	0.03661549091339111,	155.29331970214844
19343.0,	27870.0,	-2.2307395935058594,	-0.26667654514312744,	155.25535583496094
19344.0,	27871.0,	-2.7394771575927734,	-0.14895331859588623,	154.8247528076172
19345.0,	27866.0,	-2.4092559814453125,	-0.5353742837905884,	155.2564697265625
19346.0,	27870.0,	-2.2307395935058594,	-0.26667654514312744,	155.25535583496094
19347.0,	27869.0,	-2.2591991424560547,	0.03661549091339111,	155.29331970214844
19348.0,	27871.0,	-2.7394771575927734,	-0.14895331859588623,	154.8247528076172
19349.0,	27870.0,	-2.2307395935058594,	-0.26667654514312744,	155.25535583496094
19350.0,	27872.0,	-1.3878841400146484,	-1.981354832649231,	155.59230041503906
19351.0,	27873.0,	-1.6353340148925781,	-1.3989924192428589,	155.81532287597656
19352.0,	27874.0,	-2.0007762908935547,	-1.3799928426742554,	155.67428588867188
19353.0,	27872.0,	-1.3878841400146484,	-1.981354832649231,	155.59230041503906
19354.0,	27874.0,	-2.0007762908935547,	-1.3799928426742554,	155.67428588867188
19355.0,	27875.0,	-1.919076919555664,	-1.6431547403335571,	155.3603057861328
19356.0,	27876.0,	-1.9104843139648438,	-1.9309393167495728,	155.1071014404297
19357.0,	27872.0,	-1.3878841400146484,	-1.981354832649231,	155.59230041503906
19358.0,	27875.0,	-1.919076919555664,	-1.6431547403335571,	155.3603057861328
19359.0,	27872.0,	-1.3878841400146484,	-1.981354832649231,	155.59230041503906
19360.0,	27877.0,	-1.3224029541015625,	-2.599778175354004,	155.87832641601562
19361.0,	27878.0,	-0.8687419891357422,	-2.369302749633789,	156.12855529785156
19362.0,	27877.0,	-1.3224029541015625,	-2.599778175354004,	155.87832641601562
19363.0,	27872.0,	-1.3878841400146484,	-1.981354832649231,	155.59230041503906
19364.0,	27879.0,	-1.4556751251220703,	-2.5266971588134766,	155.50604248046875
19365.0,	27880.0,	-1.5768146514892578,	-2.16109037399292,	155.13197326660156
19366.0,	27879.0,	-1.4556751251220703,	-2.5266971588134766,	155.50604248046875
19367.0,	27872.0,	-1.3878841400146484,	-1.981354832649231,	155.59230041503906
19368.0,	27872.0,	-1.3878841400146484,	-1.981354832649231,	155.59230041503906
19369.0,	27876.0,	-1.9104843139648438,	-1.9309393167495728,	155.1071014404297
19370.0,	27880.0,	-1.5768146514892578,	-2.16109037399292,	155.13197326660156
19371.0,	27879.0,	-1.4556751251220703,	-2.5266971588134766,	155.50604248046875
